0,93,178,61f21670degod.png,400,400
1,97,215,61f21670degod.png,400,400
2,104,238,61f21670degod.png,400,400
3,110,263,61f21670degod.png,400,400
4,121,284,61f21670degod.png,400,400
5,141,305,61f21670degod.png,400,400
6,158,316,61f21670degod.png,400,400
7,179,322,61f21670degod.png,400,400
8,202,325,61f21670degod.png,400,400
9,226,323,61f21670degod.png,400,400
10,242,315,61f21670degod.png,400,400
11,255,303,61f21670degod.png,400,400
12,271,288,61f21670degod.png,400,400
13,280,266,61f21670degod.png,400,400
14,289,243,61f21670degod.png,400,400
15,298,218,61f21670degod.png,400,400
16,304,179,61f21670degod.png,400,400
17,107,174,61f21670degod.png,400,400
18,118,168,61f21670degod.png,400,400
19,136,164,61f21670degod.png,400,400
20,157,167,61f21670degod.png,400,400
21,176,175,61f21670degod.png,400,400
22,217,177,61f21670degod.png,400,400
23,233,172,61f21670degod.png,400,400
24,248,167,61f21670degod.png,400,400
25,267,168,61f21670degod.png,400,400
26,288,179,61f21670degod.png,400,400
27,198,191,61f21670degod.png,400,400
28,198,204,61f21670degod.png,400,400
29,199,218,61f21670degod.png,400,400
30,200,230,61f21670degod.png,400,400
31,165,233,61f21670degod.png,400,400
32,177,242,61f21670degod.png,400,400
33,197,247,61f21670degod.png,400,400
34,217,245,61f21670degod.png,400,400
35,228,233,61f21670degod.png,400,400
36,125,183,61f21670degod.png,400,400
37,138,176,61f21670degod.png,400,400
38,154,177,61f21670degod.png,400,400
39,169,185,61f21670degod.png,400,400
40,156,192,61f21670degod.png,400,400
41,140,191,61f21670degod.png,400,400
42,228,190,61f21670degod.png,400,400
43,239,180,61f21670degod.png,400,400
44,255,180,61f21670degod.png,400,400
45,267,189,61f21670degod.png,400,400
46,256,197,61f21670degod.png,400,400
47,241,198,61f21670degod.png,400,400
48,154,272,61f21670degod.png,400,400
49,163,261,61f21670degod.png,400,400
50,176,259,61f21670degod.png,400,400
51,187,256,61f21670degod.png,400,400
52,205,257,61f21670degod.png,400,400
53,223,261,61f21670degod.png,400,400
54,235,277,61f21670degod.png,400,400
55,222,288,61f21670degod.png,400,400
56,204,288,61f21670degod.png,400,400
57,191,288,61f21670degod.png,400,400
58,175,287,61f21670degod.png,400,400
59,163,284,61f21670degod.png,400,400
60,164,274,61f21670degod.png,400,400
61,176,269,61f21670degod.png,400,400
62,191,264,61f21670degod.png,400,400
63,205,267,61f21670degod.png,400,400
64,220,274,61f21670degod.png,400,400
65,209,280,61f21670degod.png,400,400
66,190,278,61f21670degod.png,400,400
67,178,279,61f21670degod.png,400,400
68,95,152,61f21670degod.png,400,400
69,107,114,61f21670degod.png,400,400
70,141,84,61f21670degod.png,400,400
71,190,75,61f21670degod.png,400,400
72,251,83,61f21670degod.png,400,400
73,288,117,61f21670degod.png,400,400
74,301,150,61f21670degod.png,400,400
